Question;Answer
Ki jelölhet ki tanszéki szakmaigyakorlat-felelőst?;A tanszéki szakmaigyakorlat-felelőst a tanszék jelöli ki.
Milyen feladatokat lát el a tanszéki szakmaigyakorlat-felelős?;A tanszéki szakmaigyakorlat-felelős a szakmai gyakorlattal kapcsolatos feladatok koordinálását végzi.
Ki terjeszti elő a gyakorlóhelyekkel kötendő szerződéseket?;A gyakorlóhelyekkel kötendő szerződéseket a tanszék készíti elő, és a dékán elé terjeszti.
Mikor aktualizálják a szerződéseket?;A szerződéseket akkor aktualizálják, ha a szakmai gyakorlóhely nyilvántartott adataiban változás történik.
Hogy jutnak el a megállapodások adatai a kari felelős felé?;A megállapodások adatait a tanszék továbbítja a kari felelős felé.
Hol teszik közzé a szakmai gyakorlat témákat?;A szakmai gyakorlat témákat a tanszéki honlapon teszik közzé.
Milyen alapon értékelik a szakmai gyakorlatot?;A szakmai gyakorlatot az írásos beszámolók alapján értékelik.
Ki végzi a hallgatók besorolását?;A hallgatók besorolását a tanszék végzi.
Milyen feladatokat kell elvégeznie a gyakorlóhelyi konzulensnek?;A gyakorlóhelyi konzulensnek igazolnia kell a beszámolót, és értékelést kell készítenie.
Ki jelölhet ki tanszéki konzulenst a hallgató szakmai gyakorlatának ellenőrzésére?;A tanszéki konzulenst a tanszék jelölheti ki a hallgató szakmai gyakorlatának ellenőrzésére.
Ki terjeszti elő a szerződésmódosításokat?;A szerződésmódosításokat a tanszék készíti elő, és a dékán elé terjeszti.
Mikor kell benyújtani a munkanaplót?;A munkanaplót a tanszéki szakmaigyakorlat-felelős által meghatározott határidőben kell benyújtani.
Hogyan igazolja a tanszéki felelős a beszámoló elfogadását?;A tanszéki felelős az aláírás bevitelével a Neptunba igazolja a beszámoló elfogadását.
Ki a témavezető?;A témavezető lehet a hallgató szakdolgozatának, önálló laboratóriumának vagy TDK munkájának vezetője.
Hogyan értékelik a szakmai gyakorlatot?;Az írásos beszámolók alapján értékelik a szakmai gyakorlatot.
Hogyan döntenek a szakmai gyakorlat elfogadásáról?;Az írásos beszámolók alapján döntenek a szakmai gyakorlat elfogadásáról.
Hogyan igazolják a szakmai gyakorlat sikeres elvégzését?;A szakmai gyakorlat sikeres elvégzését az aláírás bevitelével a Neptunba igazolják.
Ki készít összesítő jelentést a szakmai gyakorlatról?;A tanszéki felelős készít összesítő jelentést a szakmai gyakorlatról.
Mi a kari szakmai gyakorlat-felelős feladata?;A kari szakmai gyakorlat-felelős feladata a szakmai gyakorlat zökkenőmentes lebonyolításának felügyelete.
Mi történik, ha a gyakorlóhely nem szerepel a kari listán?;Ebben az esetben a hallgatónak kérelmet kell benyújtania együttműködési megállapodás megkötésére a gyakorlóhellyel vagy iskolaszövetkezettel.
Milyen adatokat kell megadni a gyakorlóhelyről?;A gyakorlóhely nevét, székhelyét, adószámát, bankszámlaszámát, statisztikai számjelét és cégjegyzékszámát/nyilvántartási számát kell megadni.
Milyen adatokat kell megadni a hallgatóról?;A hallgató nevét, neptun kódját, e-mail címét, (fő)specializációját és ágazatát/tanszékét kell megadni.
Hogyan tartják nyilván a szakmai gyakorlati gyakorlóhelyeket?;A kari szakmai gyakorlat-felelős naprakészen nyilvántartja a szakmai gyakorlati gyakorlóhelyeket.
Milyen tájékoztatást készít a kari szakmai gyakorlat-felelős?;A kari szakmai gyakorlat-felelős tájékoztatót készít a hallgatóság számára a szakmai gyakorlat lebonyolításáról.
Mit dolgoz ki a kari szakmai gyakorlat-felelős?;A kari szakmai gyakorlat-felelős kidolgozza és rendszeresen felülvizsgálja a szükséges szabályzatokat és űrlapokat.
Mikor engedélyezhető a szabályzattól történő eltérés?;Indokolt egyedi esetekben engedélyezhető a szabályzattól történő eltérés.
Ki a kapcsolattartó a gyakorlóhelyen?;A kapcsolattartó a gyakorlóhelyen a gyakorlóhely/iskolaszövetkezet2 adatainál található személy.
Milyen adatokat kell megadni a kapcsolattartóról?;A kapcsolattartó nevét, telefonszámát, faxszámát, e-mail címét és aláírását kell megadni.
Hogyan küldhető el az összesítő jelentés a kari felelősnek?;Az összesítő jelentést a tanszéki felelős küldi el a kari felelősnek.
Milyen együttműködési megállapodásokat tartanak nyilván?;A gyakorlóhelyekkel és iskolaszövetkezetekkel kötött együttműködési megállapodásokat tartják nyilván.
Mi történik, ha a szakmai gyakorlatot nem fogadják el?;Ha a szakmai gyakorlatot nem fogadják el, a hallgatónak újra el kell végeznie a gyakorlatot vagy javítania kell a beszámolóját.
Hogyan értesülhet a hallgató a szakmai gyakorlat lebonyolításáról?;A hallgató a kari szakmai gyakorlat-felelős által készített tájékoztatóból értesülhet a szakmai gyakorlat lebonyolításáról.
Mi a teendő, ha a gyakorlóhelyen változás történik?;Ha a gyakorlóhelyen változás történik, azt jelezni kell a kari szakmai gyakorlat-felelős felé.
Ki hagyhatja jóvá a szabályzattól történő eltérést?;A szabályzattól történő eltérést a kari szakmai gyakorlat-felelős hagyhatja jóvá.
Hogyan lehet benyújtani a kérelmet az együttműködési megállapodásra?;A kérelmet az együttműködési megállapodásra a hallgató adhatja be, az erre vonatkozó űrlap kitöltésével.
Mikor készül el az összesítő jelentés a szakmai gyakorlatról?;Az összesítő jelentést a szemeszterek végén készítik el a szakmai gyakorlatról.
Mikor kezdődik és mikor ér véget a szakmai gyakorlat?;A szakmai gyakorlat kezdési és befejezési dátuma a hallgató és a gyakorlóhely közötti megállapodás alapján kerül meghatározásra.
Milyen adatokat kell megadni a gyakorlóhelyről?;A gyakorlóhely nevét, címét, telefon- és faxszámát, e-mail címét és a szakmai gyakorlat szempontjából releváns tevékenységi körét kell megadni.
Milyen adatokat kell megadni a hallgatóról?;A hallgató nevét, neptun kódját, e-mail címét, főspecializációját/szakát, tanszékét és a szakmai gyakorlat kezdési és befejezési dátumát kell megadni.
Ki a kapcsolattartó?;A kapcsolattartó a gyakorlóhelyen dolgozó személy, aki a hallgatóval a szakmai gyakorlat során kapcsolatban áll.
Mi a kapcsolattartó feladata?;A kapcsolattartó feladata, hogy segítse a hallgatót a szakmai gyakorlat során, és közvetítse a gyakorlóhely és a hallgató közötti kommunikációt.
Hogyan lehet kapcsolatba lépni a kapcsolattartóval?;A kapcsolattartóval telefonon, faxon vagy e-mailen keresztül lehet kapcsolatba lépni.
Mi a gyakorlóhelyi konzulens feladata?;A gyakorlóhelyi konzulens feladata, hogy közvetlenül felügyelje a hallgató szakmai gyakorlatát.
Milyen adatokat kell megadni a gyakorlóhelyi konzulensről?;A gyakorlóhelyi konzulens nevét, beosztását, telefon- és faxszámát, e-mail címét és aláírását kell megadni.
Mikor kerül sor a szakmai gyakorlatra?;A szakmai gyakorlat időpontja a hallgató és a gyakorlóhely közötti megállapodás alapján kerül meghatározásra.
Milyen tevékenységeket kell végezni a szakmai gyakorlat során?;A szakmai gyakorlat során a hallgatónak a gyakorlóhelyen a szakmai gyakorlat szempontjából releváns tevékenységeket kell végeznie.
Milyen dokumentumok szükségesek a szakmai gyakorlat megkezdéséhez?;A szakmai gyakorlat megkezdéséhez a hallgatónak és a gyakorlóhelynek együtt kell kitölteniük és aláírniuk a szakmai gyakorlati megállapodást.
Hogyan kerülhet fel a tanszéki listára egy gyakorlóhely?;Egy gyakorlóhely akkor kerülhet fel a tanszéki listára, ha a tanszék hozzájárul a gyakorlóhelyen végzendő szakmai gyakorlathoz.
Milyen szakokon végezhető szakmai gyakorlat?;Szakmai gyakorlatot végezhetnek a villamosmérnöki és egészségügyi mérnöki mesterképzési szak hallgatói.
Mikor hozza meg a döntést a Budapesti Műszaki Egyetem Villamosmérnöki és Informatikai Kara a szakmai gyakorlat engedélyezéséről?;A döntést a szakmai gyakorlat engedélyezéséről a Budapesti Műszaki Egyetem Villamosmérnöki és Informatikai Kara a kérelem benyújtását követően hozza meg.
Hogyan értesül a hallgató a döntésről?;A hallgató a döntésről a Budapesti Műszaki Egyetem Villamosmérnöki és Informatikai Karától kapott hivatalos értesítésben értesül.
Mit jelent, ha a Budapesti Műszaki Egyetem Villamosmérnöki és Informatikai Kara nem járul hozzá a szakmai gyakorlathoz?;Ha a Budapesti Műszaki Egyetem Villamosmérnöki és Informatikai Kara nem járul hozzá a szakmai gyakorlathoz, akkor a hallgató nem végezhet szakmai gyakorlatot a megjelölt gyakorlóhelyen.
Milyen tevékenységeket végez a hallgató a szakmai gyakorlat során?;A hallgató a szakmai gyakorlat során a gyakorlóhelyen a szakmai gyakorlat szempontjából releváns tevékenységeket végez.
Milyen adatokat kell megadni a szakmai gyakorlat témájáról?;A szakmai gyakorlat témájának címét kell megadni.
Hogyan kerülhet be a gyakorlóhely a tanszéki listára?;A gyakorlóhely akkor kerülhet be a tanszéki listára, ha a Budapesti Műszaki Egyetem Villamosmérnöki és Informatikai Kara hozzájárul a gyakorlóhelyen végzendő szakmai gyakorlathoz.
Hogyan lehet jelentkezni a szakmai gyakorlatra?;A szakmai gyakorlatra a hallgató a gyakorlóhelyen történő jelentkezéssel és a szakmai gyakorlati megállapodás kitöltésével és aláírásával jelentkezhet.
Milyen feltételeknek kell megfelelni a szakmai gyakorlat helyének?;A szakmai gyakorlat helyének a szakmai gyakorlat szempontjából releváns tevékenységeket kell végeznie, és a Budapesti Műszaki Egyetem Villamosmérnöki és Informatikai Karának hozzá kell járulnia a gyakorlóhelyen végzendő szakmai gyakorlathoz.
Mikor kell benyújtani a kérelmet a szakmai gyakorlatra?;A kérelmet a szakmai gyakorlatra a szakmai gyakorlat megkezdése előtt kell benyújtani.
Milyen adatokat kell megadni a hallgató aláírásánál?;A hallgató aláírásánál a hallgató nevét és aláírását kell megadni.
Mikor kezdődik és mikor ér véget a szakmai gyakorlat?;A szakmai gyakorlat kezdési és befejezési dátumát a hallgató és a gyakorlóhely közösen határozzák meg.
Hogyan kell jelentkezni a szakmai gyakorlatra?;A szakmai gyakorlatra a tanszéki listán szereplő jelentkezési lapon kell jelentkezni.
Milyen adatokat kell megadni a jelentkezési lapon?;A jelentkezési lapon meg kell adni a nevet, a Neptun kódot, az e-mail címet, a képzési szintet, a (fő)specializációt, a szakmai gyakorlatot szervező tanszéket, a szakmai gyakorlat kezdési és befejezési dátumát, a gyakorlóhelyet és a választott témát.
Mi a feladata a kari szakmai gyakorlat-felelősnek?;A kari szakmai gyakorlat-felelős feladata, hogy hozzájáruljon vagy ne járuljon hozzá a hallgató szakmai gyakorlatának megvalósulásához.
Mi a feladata a hallgatónak a szakmai gyakorlat során?;A hallgató feladata a szakmai gyakorlat során, hogy a gyakorlóhelyen a választott témában a szakmai gyakorlat feladatait elvégezze.
Hogyan kell kitölteni a feladatlapot?;A feladatlapot a hallgatónak kell kitölteni a szakmai gyakorlat elvégzéséhez szükséges adatokkal.
Milyen adatokat kell megadni a feladatlapon?;A feladatlapon meg kell adni a nevet, a Neptun kódot, az e-mail címet, a képzési szintet, a (fő)specializációt, a szakmai gyakorlatot szervező tanszéket, a tanszéki konzulenst, a szakmai gyakorlat kezdési és befejezési dátumát, a gyakorlóhelyet, a részleget, az osztályt, a gyakorlóhelyi konzulenst, a szakmai gyakorlat témájának címét és az elvégzendő feladat részletezését.
Mi a feladata a gyakorlóhelyi konzulensnek?;A gyakorlóhelyi konzulens feladata, hogy segítse a hallgatót a szakmai gyakorlat során, és igazolja a szakmai gyakorlat elvégzését.
Hogyan kell kitölteni az igazoló lapot?;Az igazoló lapot a gyakorlóhelyi konzulensnek kell kitölteni a szakmai gyakorlat elvégzésének igazolásához.
Milyen adatokat kell megadni az igazoló lapon?;Az igazoló lapon meg kell adni a nevet, a Neptun kódot, az e-mail címet, a képzési szintet, a (fő)specializációt, a szakmai gyakorlatot szervező tanszéket és a tanszéki konzulenst.
Mit jelent a BSc és MSc a képzési szintnél?;A BSc a Bachelor of Science, azaz alapképzés, míg az MSc a Master of Science, azaz mesterképzés rövidítése.
Mikor kell megadni a szakmai gyakorlat kezdési és befejezési dátumát?;A szakmai gyakorlat kezdési és befejezési dátumát a jelentkezési lapon és a feladatlapon kell megadni.
Hogyan válasszunk témát a szakmai gyakorlatra?;A szakmai gyakorlat témáját a hallgató választhatja meg, figyelembe véve a képzési szintjét, a specializációját és a gyakorlóhely ajánlásait.
Mi a feladata a tanszéki konzulensnek?;A tanszéki konzulens feladata, hogy segítse a hallgatót a szakmai gyakorlat során, és tanácsot adjon a szakmai gyakorlat témájának kiválasztásában.
Mikor és hol kell leadni a jelentkezési lapot?;A jelentkezési lapot a szakmai gyakorlatot szervező tanszéken kell leadni a szakmai gyakorlat kezdete előtt.
Mikor és hol kell leadni a feladatlapot?;A feladatlapot a szakmai gyakorlatot szervező tanszéken kell leadni a szakmai gyakorlat befejezése után.
Mikor és hol kell leadni az igazoló lapot?;Az igazoló lapot a szakmai gyakorlatot szervező tanszéken kell leadni a szakmai gyakorlat befejezése után.
Mi történik, ha a hallgató nem tudja teljesíteni a szakmai gyakorlatot?;Ha a hallgató nem tudja teljesíteni a szakmai gyakorlatot, akkor ezt jeleznie kell a szakmai gyakorlatot szervező tanszéknek és a gyakorlóhelynek.
Milyen dokumentumokat kell benyújtani a szakmai gyakorlat elvégzése után?;A szakmai gyakorlat elvégzése után a hallgatónak a kitöltött feladatlapot és az igazoló lapot kell benyújtania.
Mi történik, ha a hallgató nem kap hozzájárulást a szakmai gyakorlathoz?;Ha a hallgató nem kap hozzájárulást a szakmai gyakorlathoz, akkor nem végezheti el a szakmai gyakorlatot az adott gyakorlóhelyen.
Mit jelent a (fő)specializáció a jelentkezési lapon és a feladatlapon?;A (fő)specializáció a hallgató által választott szakirányt jelenti, amely meghatározza a szakmai gyakorlat témáját és a gyakorlati feladatokat.
Mikor kezdődik és mikor végződik a szakmai gyakorlat?;A szakmai gyakorlat kezdési és befejezési dátuma a kérelemben van megadva.
Hol végzi a hallgató a szakmai gyakorlatot?;A hallgató a gyakorlóhelyen végzi a szakmai gyakorlatot.
Milyen részlegen dolgozik a hallgató?;A hallgató a kérelemben megadott részlegen dolgozik.
Ki a gyakorlóhelyi konzulens?;A gyakorlóhelyi konzulens neve a kérelemben van megadva.
Hogyan értékelik a hallgató munkáját?;A hallgató munkájának értékelése a szakmai gyakorlat végén történik.
Hogyan igazolják a szakmai gyakorlat elvégzését?;A szakmai gyakorlat elvégzését a gyakorlóhelyi konzulens igazolja.
Hogyan kell beadni a kérelmet a külföldön végzendő szakmai gyakorlat hozzájárulására?;A kérelmet a hallgató adja be a tanulmányi osztályon.
Mikor és hol írja alá a hallgató a kérelmet?;A hallgató a kérelmet a beadás előtt írja alá.
Mikor és ki hozza meg a döntést a szakmai gyakorlat helyéről?;A döntést a Budapesti Műszaki Egyetem Villamos mérnöki és Informatikai Kara hozza meg a kérelem benyújtása után.
Hogyan értesül a hallgató a döntésről?;A döntésről a hallgató írásban értesül.
