Question,Answer
Hogyan lehet kérelmezni külföldi szakmai gyakorlat elvégzését?,Külföldi szakmai gyakorlat elvégzését a mellékletekben található 6. számú kérelem segítségével lehet kérelmezni.
Mikor bocsátható a hallgató záróvizsgára?,A hallgató a végbizonyítvány megszerzését követően bocsátható záróvizsgára.
Milyen rendelet szabályozza a felsőoktatási szakképzést?,A Kormány 230/2012. (VIII. 28.) Korm. rendelete szabályozza a felsőoktatási szakképzést.
Milyen törvény szabályozza a szakképzési hozzájárulást?,2011. évi CLV. Törvény szabályozza a szakképzési hozzájárulást.
Milyen törvény szabályozza a szövetkezeteket?,2006. évi X. törvény szabályozza a szövetkezeteket.
Milyen rendelet szabályozza a képzési és kimeneti követelményeket?,18/2016. (VIII. 5.) EMMI rendelet szabályozza a képzési és kimeneti követelményeket.
Mennyi időtartamú a szakmai gyakorlat a villamosmérnöki alapképzési szakon?,A szakmai gyakorlat a villamosmérnöki alapképzési szakon legalább hat hét időtartamú.
Mennyi időtartamú a szakmai gyakorlat a mérnökinformatikus alapképzési szakon?,A szakmai gyakorlat a mérnökinformatikus alapképzési szakon legalább nyolc hét időtartamú.
Mikor lett elfogadva a Kari Tanácsi határozat a villamosmérnöki BSc képzés szakmai gyakorlatának megvalósításáról?,A Kari Tanácsi határozat a villamosmérnöki BSc képzés szakmai gyakorlatának megvalósításáról 2007. június 26-án lett elfogadva.
Mikor lett elfogadva a Kari Tanácsi határozat a Villamosmérnöki Szakon a szakmai gyakorlat lebonyolításának előkészületeiről?,A Kari Tanácsi határozat a Villamosmérnöki Szakon a szakmai gyakorlat lebonyolításának előkészületeiről 2007. november 13-án lett elfogadva.
Mire terjed ki a szabályzat hatásköre?,A szabályzat hatásköre kiterjed a BME Villamosmérnöki és Informatikai Karán a villamosmérnöki alapképzési szakon.
Milyen a szakmai gyakorlat kritérium követelménye?,A szakmai gyakorlat kritérium követelmény a képzési és kimeneti követelmények eltérő rendelkezésének hiányában.
Mennyi időtartamú a szakmai gyakorlat?,"A szakmai gyakorlat időtartama függ a képzéstől, a villamosmérnöki alapképzési szakon legalább hat hét, mérnökinformatikus alapképzési szakon legalább nyolc hét."
Hogyan szervezett a szakmai gyakorlat?,A szakmai gyakorlat szakmai gyakorlóhelyen szervezett gyakorlat.
Mikor hatályos a BME tanulmányi és vizsgaszabályzata?,A BME tanulmányi és vizsgaszabályzata 2017.03.01-én hatályos.
Mikor állít ki végbizonyítványt a hallgató?,A végbizonyítványt a hallgató a szakmai gyakorlat befejezése után állítja ki.
Milyen a szakmai gyakorlat szervezése a BME-n?,A szakmai gyakorlat szervezése a BME-n szakmai gyakorlóhelyen történik.
Milyen képzési és kimeneti követelmények vannak a BME-n?,A képzési és kimeneti követelmények a BME-n a 18/2016. (VIII. 5.) EMMI rendelet szerint történnek.
Mikor kell megszerezni a végbizonyítványt?,A végbizonyítványt a záróvizsga előtt kell megszerezni.
Mikor bocsátható a hallgató záróvizsgára a BME-n?,A hallgató a BME-n a végbizonyítvány megszerzését követően bocsátható záróvizsgára.
Mikor van a szakmai gyakorlat a villamosmérnöki alapképzési szakon?,A szakmai gyakorlat időpontja a villamosmérnöki alapképzési szakon a képzési tervben van meghatározva.
Mikor van a szakmai gyakorlat a mérnökinformatikus alapképzési szakon?,A szakmai gyakorlat időpontja a mérnökinformatikus alapképzési szakon a képzési tervben van meghatározva.
Mennyi idő a szakmai gyakorlat a BME-n?,"A szakmai gyakorlat időtartama a BME-n függ a képzéstől, a villamosmérnöki alapképzési szakon legalább hat hét, mérnökinformatikus alapképzési szakon legalább nyolc hét."
Mikor kell a végbizonyítványt kiállítani?,A végbizonyítványt a szakmai gyakorlat befejezése után kell kiállítani.
Mikor kell a szakmai gyakorlatot elvégezni?,A szakmai gyakorlatot a képzési tervben meghatározott időpontban kell elvégezni.
Mikor fogadták el a szabályzatot?,A szabályzatot 2007. november 13-án fogadták el.
Mely képzésekre terjed ki a szabályzat hatálya?,"A szabályzat hatálya a BME Villamosmérnöki és Informatikai Karán, a villamosmérnöki és a mérnökinformatikus alapképzési szakon részt vevő hallgatókra terjed ki."
Mikor lép életbe a szabályzat?,A szabályzat a Kari Tanács elfogadó határozata után lép életbe.
Milyen gyakran kell felülvizsgálni a szabályzatot?,"A szabályzatot, a szerzett tapasztalatok alapján, évente felül kell vizsgálni."
Mi a szakmai gyakorlat célja?,"A szakmai gyakorlat célja az elméleti és gyakorlati ismeretek összekapcsolása, a munkavállalói kompetenciák fejlesztése, az anyag-eszköz-technológiai ismeretek és gyakorlati jártasságok fejlesztése, valamint az innovációs készség fejlesztése."
Mennyi időt vesz igénybe a szakmai gyakorlat?,A szakmai gyakorlat 6 vagy 8 hétig (240/320 munkaóra) tart.
Ki határozza meg a hallgató szakmai gyakorlati feladatát?,A hallgató szakmai gyakorlati feladatát a tanszéki felelős és a gyakorlóhelyi konzulens határozza meg.
Milyen témákhoz kapcsolódhat a hallgató szakmai gyakorlati feladata?,"A hallgató szakmai gyakorlati feladata kapcsolódhat a szakdolgozatához, TDK dolgozatához, önálló laboratóriumi feladatához, de azoktól jól elkülöníthetőnek kell lennie."
Hogyan választja ki a kar a szakmai gyakorlat helyszínét?,A kar a szakmai gyakorlat helyszínét együttműködési megállapodás alapján választja ki.
Köt-e a kar együttműködési megállapodást a gyakorlóhelyekkel?,"Igen, a kar együttműködési megállapodást köt a gyakorlóhelyekkel."
Köt-e a kar együttműködési megállapodást az iskolaszövetkezetekkel?,"Igen, a kar együttműködési megállapodást köt az iskolaszövetkezetekkel a szakmai gyakorlat szervezésével kapcsolatos feladatok ellátására."
Lehet-e külföldön is szakmai gyakorlatot végezni?,"Igen, a szabályzat nem zárja ki a külföldön végzett szakmai gyakorlatot."
"Mi történik, ha a hallgató nem tudja teljesíteni a szakmai gyakorlatot?","A szabályzat nem tér ki erre a kérdésre, ezért ezt a kérdést a Kari Tanácsnak kell megválaszolnia."
Mi a szerepe a tanszéki felelősnek a szakmai gyakorlatban?,A tanszéki felelősnek szerepe van a hallgató szakmai gyakorlati feladatának meghatározásában.
Mi a szerepe a gyakorlóhelyi konzulensnek a szakmai gyakorlatban?,A gyakorlóhelyi konzulensnek szerepe van a hallgató szakmai gyakorlati feladatának meghatározásában.
Milyen kompetenciákat fejleszt a szakmai gyakorlat?,"A szakmai gyakorlat a munkavállalói kompetenciákat, az anyag-eszköz-technológiai ismereteket és gyakorlati jártasságokat, valamint az innovációs készséget fejleszti."
Mikor kezdődik a szakmai gyakorlat?,A szakmai gyakorlat a 2014/2015 tanév első félévétől kezdődik.
Milyen gyakran kell a szakmai gyakorlatot végezni?,"A szabályzat nem tér ki erre a kérdésre, ezért ezt a kérdést a Kari Tanácsnak kell megválaszolnia."
Milyen szakokon kell szakmai gyakorlatot végezni?,A villamosmérnöki és a mérnökinformatikus alapképzési szakon kell szakmai gyakorlatot végezni.
Milyen formában zajlik a szakmai gyakorlat?,"A szakmai gyakorlat a gyakorlóhelyen, munkakörben zajlik, ahol a hallgató a tanszéki felelős és a gyakorlóhelyi konzulens által meghatározott feladatot old meg."
Milyen feltételekkel lehet külföldön szakmai gyakorlatot végezni?,"A szabályzat nem tér ki erre a kérdésre, ezért ezt a kérdést a Kari Tanácsnak kell megválaszolnia."
"Mi történik, ha a hallgató nem felel meg a szakmai gyakorlat követelményeinek?","A szabályzat nem tér ki erre a kérdésre, ezért ezt a kérdést a Kari Tanácsnak kell megválaszolnia."
Milyen szerepet játszik az iskolaszövetkezet a szakmai gyakorlat szervezésében?,"Az iskolaszövetkezet a szakmai gyakorlat szervezésével kapcsolatos feladatokat lát el, ezzel segítve a kar és a gyakorlóhelyek közötti együttműködést."
Mikor kezdheti meg a hallgató a szakmai gyakorlatát?,"A hallgató akkor kezdheti meg a szakmai gyakorlatát, ha a szakmai gyakorlóhely, az iskolaszövetkezet és a kar között együttműködési megállapodás van érvényben."
Hogyan értesülhetnek a hallgatók a gyakorlóhelyekről és témákról?,"A gyakorlóhelyekről és témákról a tanszéki összesítés készül, amit a tanszékek honlapjain tesznek közzé."
Ki felelős a témaválasztás nyilvántartásáért?,A témaválasztás nyilvántartásáért a tanszéki szakmaigyakorlat-felelős felel.
Hogyan választhatnak a hallgatók gyakorlóhelyet és témát?,"A hallgatók maguk választhatnak gyakorlóhelyet és témát, amennyiben a megfelelő feltételek teljesülnek."
Hol végezhető a szakmai gyakorlat?,"A szakmai gyakorlat belföldön csak olyan gyakorlóhelyen végezhető, mellyel a kar együttműködési megállapodást kötött."
Milyen együttműködési megállapodásokról van szó?,Az együttműködési megállapodások a gyakorlóhelyekkel és az iskolaszövetkezetekkel kötött szerződések.
Hol található a gyakorlóhelyek listája?,A gyakorlóhelyek listáját a kar honlapján teszik közzé.
Mikor nem szükséges együttműködési megállapodás?,Együttműködési megállapodás nem szükséges a külföldön végzett gyakorlat esetén.
Milyen témakörökben lehet szakmai gyakorlatot végezni?,A szakmai gyakorlat témái a specializációkat/ágazatokat gondozó tanszékek által ajánlott témák közül választhatók.
Hogyan zajlik a jelentkezés menete?,A jelentkezés menetét a 7. pont tartalmazza.
Ki segít a témák összegyűjtésében?,A témák összegyűjtésében a kar számít együttműködésre a VIK-HK-val és a Simonyi Károly Szakkollégiummal is.
Hol találhatók a tanszékek által felajánlott gyakorlóhelyek és témák?,A tanszékek által felajánlott gyakorlóhelyek és témák a tanszékek honlapjain találhatók.
"Ki ajánl fel szakmai gyakorlati témákat, gyakorlóhelyeket?","A szakmai gyakorlati témákat, gyakorlóhelyeket a specializációkat/ágazatokat gondozó tanszékek ajánlanak fel."
Milyen gyakorlati témák közül választhatnak a hallgatók?,A hallgatók a karral kapcsolatban álló szakmai gyakorlóhelyek tanszéki szakterületbe illő gyakorlati témái közül választhatnak.
"Milyen feltételek teljesülése esetén fogadja el a kar, ha a hallgató maga választja meg a szakmai gyakorlat gyakorlóhelyét és témáját?","A kar akkor fogadja el, ha a hallgató maga választja meg a szakmai gyakorlat gyakorlóhelyét és témáját, ha a megfelelő feltételek teljesülnek."
Milyen szerepe van a szövetkezeteknek a gyakorlat végzésében?,A szövetkezetek lehetőséget biztosítanak a gyakorlat végzésére.
Milyen törvény szól a szövetkezetekről?,A szövetkezetekről a 2006. évi X. törvény szól.
Ki köt gyüttműködési megállapodást a gyakorlóhelyekkel?,A gyüttműködési megállapodást a kar köti a gyakorlóhelyekkel.
Milyen szerepe van a Simonyi Károly Szakkollégiumnak a témák összegyűjtésében?,A Simonyi Károly Szakkollégium segít a témák összegyűjtésében.
Mikor kell benyújtani a kérelmet a külföldi szakmai gyakorlat elvégzéséhez?,A kérelmet a gyakorlat megkezdése előtt legalább egy hónappal kell benyújtani a kari felelőshöz.
Hogyan lehet szakmai gyakorlatot végezni iskolaszövetkezeten keresztül?,A 2006. évi X. törvény módosítása lehetővé teszi a szakmai gyakorlat végzését iskolaszövetkezeten keresztül.
Ki állítja ki a gyakorlat elvégzését bizonyító igazolásokat?,"A gyakorlat elvégzését bizonyító igazolásokat a szakmai gyakorlóhely állítja ki, nem az iskolaszövetkezet."
Mi a feltétele a szakmai gyakorlat megkezdésének?,"A szakmai gyakorlatot csak akkor kezdheti meg a hallgató, ha a kar és a szakmai gyakorlóhely, valamint az iskolaszövetkezet együttműködési megállapodást kötött."
Milyen időtartamú a külföldön végzett szakmai gyakorlat?,"A külföldön végzett szakmai gyakorlat időtartama általában összefüggő, legalább hat, illetve nyolc hét."
Mit jelent a szakmai gyakorlat 5.1–5.3. pontokban részletezett időpontjai?,A szakmai gyakorlat 5.1–5.3. pontokban részletezett időpontjai egyben javasolt preferencia sorrendet is jelentenek.
Kell-e együttműködési megállapodást kötni külföldön végzett szakmai gyakorlat esetén?,"Külföldön végzett szakmai gyakorlat esetén együttműködési megállapodás megkötése nem kötelező, de lehetséges."
Milyen feladatlapot kell kitölteni a szakmai gyakorlat végzéséhez?,A szakmai gyakorlat végzéséhez a 4. melléklet szerinti feladatlapot kell kitölteni.
Ki hagyja jóvá a szakmai gyakorlat témáját?,A szakmai gyakorlat témáját a tanszéki szakmaigyakorlat-felelős hagyja jóvá.
Hogyan kötődik a szakmai gyakorlat a hallgató szakdolgozatához?,"A szakmai gyakorlat elsősorban a választott specializációhoz, illetve a hallgató szakdolgozat, TDK dolgozat vagy önálló laboratóriumi témájához kötődik."
Mikor kell együttműködési megállapodást kötni?,Az együttműködési megállapodást a szakmai gyakorlat megkezdése előtt kell kötni.
Ki dönt a külföldi gyakorlóhely alkalmasságáról?,A kari felelős dönt a külföldi gyakorlóhely alkalmasságáról.
Ki dönt a szakmai gyakorlat téma alkalmasságáról?,A tanszéki felelős dönt a szakmai gyakorlat téma alkalmasságáról.
Mikor fogadható el a szakmai gyakorlat?,"A szakmai gyakorlat csak akkor fogadható el, ha a gyakorlat elvégzését bizonyító igazolásokat a szakmai gyakorlóhely állítja ki."
Milyen időpontokban lehet szakmai gyakorlatot végezni?,A szakmai gyakorlat időpontjai a 5.1–5.3. pontokban részletezett időpontok.
Mikor kezdheti meg a hallgató a szakmai gyakorlatát?,"A hallgató a szakmai gyakorlatát csak akkor kezdheti meg, amennyiben a kar a szakmai gyakorlóhellyel és az iskolaszövetkezettel együttműködési megállapodást kötött."
Milyen időtartamú a szakmai gyakorlat?,"A szakmai gyakorlat időtartama általában összefüggő, legalább hat, illetve nyolc hét."
Mikor kell benyújtani a külföldi szakmai gyakorlat kérelmét?,A külföldi szakmai gyakorlat kérelmét a gyakorlat megkezdése előtt legalább egy hónappal kell benyújtani.
Mikor kell jóváhagyatni a szakmai gyakorlat témáját?,A szakmai gyakorlat témáját a gyakorlat megkezdése előtt kell jóváhagyatni.
Mi a szakmai gyakorlat célja?,"A szakmai gyakorlat célja a választott specializációhoz, illetve a hallgató szakdolgozat, TDK dolgozat vagy önálló laboratóriumi témájához kapcsolódó gyakorlati ismeretek elsajátítása."
Mikor kell együttműködési megállapodást kötni a gyakorlóhellyel?,Az együttműködési megállapodást a szakmai gyakorlat megkezdése előtt kell kötni a gyakorlóhellyel.
"Hogyan döntik el, hogy a gyakorlóhely alkalmas-e a szakmai gyakorlatra?",A gyakorlóhely alkalmasságáról a kari felelős dönt.
Mikor lehet megkezdeni a szakmai gyakorlatot?,"A szakmai gyakorlatot akkor lehet megkezdeni, ha a kar és a szakmai gyakorlóhely, valamint az iskolaszövetkezet együttműködési megállapodást kötött."
Mikor kell megkezdeni a nyári szakmai gyakorlatot?,A nyári szakmai gyakorlatot ajánlatos a vizsgaidőszak befejezése utáni hét első munkanapján kezdeni.
Milyen hosszú a villamosmérnöki BSc szakmai gyakorlat?,A villamosmérnöki BSc szakmai gyakorlat hat hétig tart.
Milyen hosszú a mérnökinformatikus BSc szakmai gyakorlat?,A mérnökinformatikus BSc szakmai gyakorlat nyolc hétig tart.
Honnan választhatnak a hallgatók a szakmai gyakorlat témáját?,A hallgatók a tanszékek által felajánlott gyakorlóhelyi témák közül választhatnak.
Mit kell biztosítani a Budapesten vagy környékén végzett nyári szakmai gyakorlat idejére?,A Budapesten vagy környékén végzett nyári szakmai gyakorlat idejére biztosítani kell a kollégiumi elhelyezést a távoli lakhelyű hallgatók számára.
"Mit kell tenni, ha a gyakorlóhely távol esik a hallgató lakhelyétől?","Ha a gyakorlóhely távol esik a hallgató lakhelyétől, törekedni kell arra, hogy a gyakorlat idejére a gyakorlóhely a hallgatóknak szállást biztosítson."
Mikor végezhető el a szakmai gyakorlat a szorgalmi időszakban?,"A szakmai gyakorlat a szorgalmi időszakban is elvégezhető, a specializációra kerülés után."
Mennyi a maximálisan engedélyezhető heti munkamennyiség a szorgalmi időszakban?,A maximálisan engedélyezhető heti munkamennyiség a szorgalmi időszakban 20 óra.
Mikor pótolandó a szorgalmi időszakban kiesett szakmai gyakorlati idő?,A szorgalmi időszakban kiesett szakmai gyakorlati idő a pótlási héten pótolandó.
Hogyan kell elkülöníteni a szakmai gyakorlatot a szakdolgozattól?,A szakmai gyakorlatnak a szakdolgozattól jól elkülöníthetőnek kell lennie.
Mikor ajánlatos a szakmai gyakorlat témájának a szakdolgozat témájához kapcsolódni?,"Ajánlatos, de nem kötelező, hogy a szorgalmi időszakban végzett szakmai gyakorlat témája a szakdolgozat témájához kapcsolódjon."
Milyen hosszú ideig tart a szakmai gyakorlat?,"A szakmai gyakorlat hat, illetve nyolc hétig, vagy ezeknél hosszabb ideig tart."
Mikor kezdődik a szakmai gyakorlat a mintatanterv szerint?,A szakmai gyakorlat a mintatanterv szerint a 6. és 7. félév közötti nyáron kezdődik.
Mikor kezdődik a szakmai gyakorlat a szorgalmi időszakban?,A szakmai gyakorlat a szorgalmi időszakban a specializációra kerülés után kezdődik.
Milyen lehetőségek vannak a szakmai gyakorlat témájának kiválasztására?,"A hallgatók választhatnak a tanszékek által felajánlott gyakorlóhelyi témák közül, folytathatják önálló laboratóriumi témájukat, vagy készülhetnek a következő félévi szakdolgozat írására."
Milyen tevékenységeket végezhetnek a hallgatók a szakmai gyakorlat ideje alatt?,"A hallgatók a szakmai gyakorlat ideje alatt főleg a tanszékek által felajánlott gyakorlóhelyi témák közül választhatnak, de folytathatják önálló laboratóriumi témájukat, készülhetnek a következő félévi szakdolgozat írására, illetve előkészíthetik esetleges TDK dolgozatukat is, gyakorlati orientációval."
Milyen hosszú ideig tart a szakmai gyakorlat a mérnökinformatikus BSc szakon?,A mérnökinformatikus BSc szakon a szakmai gyakorlat nyolc hétig tart.
Milyen hosszú ideig tart a szakmai gyakorlat a villamosmérnöki BSc szakon?,A villamosmérnöki BSc szakon a szakmai gyakorlat hat hétig tart.
Milyen hosszú ideig tart a szakmai gyakorlat a szorgalmi időszakban?,"A szakmai gyakorlat a szorgalmi időszakban a specializációra kerülés után kezdődik, és a maximálisan engedélyezhető heti munkamennyiség 20 óra."
Mennyi a maximális heti munkaóra a szakmai gyakorlat során a szorgalmi időszakban?,A szorgalmi időszakban a maximálisan engedélyezhető heti munkamennyiség a szakmai gyakorlat során 20 óra.
Mikor kell befejezni a szakmai gyakorlatot?,A szakmai gyakorlatot a mintatanterv szerinti 7. félév után kell befejezni.
Mikor kaphat a hallgató végbizonyítványt?,"A hallgató csak akkor kaphat végbizonyítványt, ha a szakmai gyakorlatot teljesítette."
Mennyi ideig tart a szakmai gyakorlat?,"A szakmai gyakorlat időtartama hat, illetve nyolc hét lehet."
Hogyan kell felvenni a 'Szakmai gyakorlat' tantárgyat a Neptun rendszerben?,"A 'Szakmai gyakorlat' tantárgyat a hallgató specializációjának, ezen belül az ágazatának (ha van ilyen) megfelelő 'Szakmai gyakorlat' tantárgyat kell felvenni a Neptun rendszerben."
Mikor lehet felvenni a szorgalmi időszakban befejezett gyakorlat tantárgyát?,A szorgalmi időszakban befejezett gyakorlat tantárgyát az adott félévben lehet leghamarabb felvenni.
Mikor lehet felvenni a nyári időszakban befejezett szakmai gyakorlat tantárgyát?,A nyári időszakban befejezett szakmai gyakorlat tantárgyát az azt követő őszi félévben lehet leghamarabb felvenni.
Hol találhatók a jelentkezési lapok és az együttműködési megállapodás minták?,A jelentkezési lapok és az együttműködési megállapodás minták a tanszéki illetve kari honlapról tölthetők le.
Lehet-e elektronikusan is leadni a jelentkezési lapokat?,"Igen, a jelentkezési lapok elektronikusan is leadhatók."
Elfogadható-e a szakmai gyakorlat utólagos elfogadása?,"Nem, a szakmai gyakorlat utólagos elfogadására nincs lehetőség."
Hogyan kell jelentkezni a tanszékek által felkínált gyakorlóhelyeken végzendő gyakorlatra?,A tanszéki felelősnél kell a gyakorlatra jelentkezni a 3. melléklet szerinti jelentkezési lap kitöltésével a gyakorlat tervezett megkezdése előtt két héttel.
"Mi történik, ha egy témára többen jelentkeznek?","Ha egy témára többen jelentkeznek, a tanszéki felelős dönt az érdekeltek bevonásával a téma odaítéléséről."
Mikor történik meg a gyakorlat során tervezett munkák odaítélése?,"A gyakorlat során tervezett munkák odaítélése a téma odaítélésével együtt, vagy közvetlenül után történik."
"Mikor lehet elvégezni a szakmai gyakorlatot, ha a hallgató a mintatanterv szerinti 7. félév lezárásáig nem teljesítette azt?","Ha a hallgató a mintatanterv szerinti 7. félév lezárásáig nem teljesítette a szakmai gyakorlatot, lehetősége van azt azután is elvégezni."
"Mi történik, ha a hallgató nem teljesíti a szakmai gyakorlatot?","Ha a hallgató nem teljesíti a szakmai gyakorlatot, nem kaphat végbizonyítványt."
Mikor kell a szakmai gyakorlat témáját elkülöníteni a szakdolgozat témájától?,A szakmai gyakorlat témáját mindenképpen jól elkülöníthetően kell megjeleníteni a szakdolgozat témájától.
Hogyan kell a szakmai gyakorlat témáját elkülöníteni a szakdolgozat témájától?,"A szakmai gyakorlat témáját úgy kell elkülöníteni a szakdolgozat témájától, hogy azok kapcsolódjanak, de jól elkülöníthetőek legyenek."
Mi a szakmai gyakorlat időtartama a megfelelő szakokon?,"A szakmai gyakorlat időtartama a megfelelő szakokon hat, illetve nyolc hét."
Mikor kell a gyakorlatra jelentkezni a tanszéki felelősnél?,A gyakorlatra a tanszéki felelősnél a gyakorlat tervezett megkezdése előtt két héttel kell jelentkezni.
"Mi történik, ha a hallgató a jelentkezési határidő után jelentkezik a szakmai gyakorlatra?","Ha a hallgató a jelentkezési határidő után jelentkezik a szakmai gyakorlatra, a jelentkezését nem fogadják el."
Lehet-e utólag elfogadni a szakmai gyakorlatot?,"Nem, a szakmai gyakorlat utólagos elfogadására nincs lehetőség."
Hol lehet letölteni a jelentkezési lapot és az együttműködési megállapodás mintát?,A jelentkezési lapot és az együttműködési megállapodás mintát a tanszéki illetve kari honlapról lehet letölteni.
"Mi történik, ha többen jelentkeznek ugyanarra a témára?","Ha többen jelentkeznek ugyanarra a témára, a tanszéki felelős dönt az érdekeltek bevonásával a téma odaítéléséről."
"Ki dönti el, hogy melyik hallgató melyik témát kapja?",A témákat a tanszéki felelős ítéli oda az érdekeltek bevonásával.
Mikor kell a feladatlapot véglegesíteni?,A feladatlap véglegesítésének határideje a szakmai gyakorlat tervezett megkezdése előtt 1 hét.
Ki összeállítja a tervezett munkákat?,A tervezett munkákat a tanszéki felelős és a gyakorlóhelyi konzulens közösen állítja össze.
Mikor kell a gyakorlatot megkezdeni?,A gyakorlatot a feladatlap véglegesítése után kell megkezdeni.
Ki koordinálja a hallgató gyakorlatát?,A hallgató gyakorlatát a tanszéki szakmaigyakorlat-felelős koordinálja.
Mikor kell beadni a kérelmet az együttműködési megállapodás megkötéséhez?,"A kérelmet úgy kell beadni, hogy az együttműködési megállapodás aláírásra kerüljön a gyakorlat tervezett megkezdése előtt legalább egy héttel."
Ki készíti elő az együttműködési megállapodást?,Az együttműködési megállapodást a tanszéki szakmaigyakorlat-felelős készíti elő.
Mikor kell aláírni az együttműködési megállapodást?,Az együttműködési megállapodást a gyakorlat tervezett megkezdése előtt legalább egy héttel kell aláírni.
Mikor kell benyújtani a feladatlapot érvényben lévő együttműködési megállapodás esetén?,Érvényben lévő együttműködési megállapodás esetén a feladatlapot a gyakorlati munka megkezdése előtt egy héttel kell benyújtani.
Milyen információkat kell tartalmaznia a feladatlapon?,A feladatlapnak tartalmaznia kell a gyakorlóhely adatait és az elvégzendő gyakorlati munka részletes leírását.
Ki dönt a téma odaítéléséről?,A téma odaítéléséről a lelős dönt az érdekeltek bevonásával.
Hogyan kell dokumentálni a munkákat?,A munkákat a 4. melléklet szerinti feladatlapon kell dokumentálni.
Ki jelölhet ki tanszéki konzulenst?,Tanszéki konzulenst a tanszéki szakmaigyakorlat-felelős jelölhet ki.
Hogyan kell jelentkezni a saját gyakorlóhelyen végzendő gyakorlatra?,A saját gyakorlóhelyen végzendő gyakorlatra a 4. melléklet szerinti feladatlap kitöltésével és beadásával kell jelentkezni.
Mikor kell beadni a kérelmet az együttműködési megállapodás megkötéséhez?,"Az együttműködési megállapodás megkötéséhez a kérelmet úgy kell beadni, hogy az aláírásra kerüljön a gyakorlat tervezett megkezdése előtt legalább egy héttel."
"Mit jelent az, hogy a tanszéki felelős eljuttatja a gyakorlóhelynek az együttműködési megállapodást aláírásra?","Ez azt jelenti, hogy a tanszéki felelős elkészíti az együttműködési megállapodást, és elküldi a gyakorlóhelynek, hogy aláírják."
"Mit kell tenni, ha már van érvényben együttműködési megállapodás?","Ha már van érvényben együttműködési megállapodás, akkor a 4. melléklet szerinti feladatlapot kell benyújtani a tanszéki szakmai gyakorlat felelőshöz."
"Mit kell tenni, ha nincs érvényben együttműködési megállapodás?","Ha nincs érvényben együttműködési megállapodás, akkor kérvényezni kell annak megkötését a tanszéki szakmaigyakorlat-felelősnél."
Ki írja alá az együttműködési megállapodást?,"Az együttműködési megállapodást a tanszéki felelős, a tanszékvezető és a dékán írja alá."
Mi történik az aláírt együttműködési megállapodás példányokkal?,Az aláírt együttműködési megállapodás példányok visszaérkezése után a tanszéki felelős intézkedik a tanszékvezetői és a dékáni aláíratásról.
Mikor kell beadni a feladatlapot?,A feladatlap leadásának határideje a gyakorlati munka megkezdése előtt egy hét.
"Mit kell tenni, ha nincs érvényben együttműködési megállapodás a gyakorlóhellyel?",Ebben az esetben kérvényezni kell a megállapodás megkötését a tanszéki szakmaigyakorlat-felelősnél.
"Mit kell tenni, ha nincs érvényben együttműködési megállapodás az iskolaszövetkezettel?",Ebben az esetben is kérvényezni kell a megállapodás megkötését a tanszéki szakmaigyakorlat-felelősnél.
Hogyan kell benyújtani a kérelmet az együttműködési megállapodás megkötésére?,A kérelmet az 1. melléklet szerinti kérelem kitöltésével és beadásával kell benyújtani.
Külön kell-e benyújtani a kérelmet a gyakorlóhelyre és az iskolaszövetkezetre?,"Igen, külön kell benyújtani a kérelmet a gyakorlóhelyre és az iskolaszövetkezetre, ha egyikkel sincs érvényes együttműködési megállapodás."
Mikor kell benyújtani a kérelmet az együttműködési megállapodás megkötésére?,"A kérelmet úgy kell benyújtani, hogy az együttműködési megállapodás aláírásra kerüljön a gyakorlat tervezett megkezdése előtt legalább egy héttel."
Ki készíti elő az együttműködési megállapodást?,A kérelem alapján a tanszéki szakmaigyakorlat-felelős készíti elő az együttműködési megállapodást.
Mit tesz a tanszéki felelős az aláírt együttműködési megállapodások visszaérkezése után?,Az aláírt példányok visszaérkezése után a tanszéki felelős intézkedik a tanszékvezetői és a dékáni aláíratásról.
"Mit kell tenni, ha már van érvényben lévő együttműködési megállapodás?",Érvényben lévő együttműködési megállapodás esetén a tanszéki szakmai gyakorlat felelőshöz kell benyújtani a 4. melléklet szerinti feladatlapot.
Mit tartalmaz a 4. melléklet szerinti feladatlap?,A 4. melléklet szerinti feladatlap tartalmazza a gyakorlóhely adatait valamint az elvégzendő gyakorlati munka részletes leírását.
Mikor kell beadni a 4. melléklet szerinti feladatlapot?,A 4. melléklet szerinti feladatlap leadásának határideje a gyakorlati munka megkezdése előtt egy hét.
Hogyan zajlik a szakmai gyakorlat a külföldön?,A külföldön végzendő szakmai gyakorlat esetén a kari felelős a felelős.
Hogyan történik a gyakorlóhely kiválasztása?,"A gyakorlóhely kiválasztása a hallgató feladata, a tanszék pedig jóváhagyja azt."
Milyen dokumentumok szükségesek a gyakorlat megkezdéséhez?,"A gyakorlat megkezdéséhez szükséges egy érvényes együttműködési megállapodás, valamint a 4. melléklet szerinti kitöltött és leadott feladatlap."
Mikor kell megkezdeni a gyakorlatot?,A gyakorlatot a megállapodás szerinti időpontban kell megkezdeni.
Milyen feladatokat kell ellátni a gyakorlat során?,A gyakorlat során a 4. melléklet szerinti feladatlapban meghatározott feladatokat kell ellátni.
Ki irányítja a gyakorlati munkát?,"A gyakorlati munkát a gyakorlóhely irányítja, a tanszék pedig ellenőrzi azt."
